layup,specimen,cycles,load_kips,condition,boundary_code,boundary_label,repetition,actuator,sensor,path_id,excitation_amplitude,excitation_frequency_khz,gain,sampling_rate_mhz,filename,amplitude_max,amplitude_min,amplitude_pp,rms,energy,mean,std,variance,skewness,kurtosis,zero_crossing_rate,dominant_frequency,spectral_centroid,spectral_bandwidth,envelope_max,envelope_mean,toa_index,signal_length
1,11,0,0.502,loaded,1,loaded,1,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_1.mat,-3.486143665409891e-15,-3.486143665409891e-15,0.0,3.486143665409891e-15,1.215319765587751e-29,-3.486143665409891e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.486143665409891e-15,3.486143665409891e-15,1,1
1,11,0,0.502,loaded,1,loaded,1,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_1.mat,-1.249976684658538e-15,-1.249976684658538e-15,0.0,1.249976684658538e-15,1.5624417121899503e-30,-1.249976684658538e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.249976684658538e-15,1.249976684658538e-15,1,1
1,11,0,0.502,loaded,1,loaded,1,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_1.mat,7.95977866951958e-15,7.95977866951958e-15,0.0,7.95977866951958e-15,6.335807646773888e-29,7.95977866951958e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95977866951958e-15,7.95977866951958e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_10.mat,-1.734723475976807e-15,-1.734723475976807e-15,0.0,1.734723475976807e-15,3.009265538105056e-30,-1.734723475976807e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-15,1.734723475976807e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_10.mat,1.4582519219930035e-15,1.4582519219930035e-15,0.0,1.4582519219930035e-15,2.1264986679962887e-30,1.4582519219930035e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4582519219930035e-15,1.4582519219930035e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_10.mat,-1.0727529975440575e-14,-1.0727529975440575e-14,0.0,1.0727529975440575e-14,1.1507989937397607e-28,-1.0727529975440575e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0727529975440575e-14,1.0727529975440575e-14,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_10.mat,-2.2473342631279536e-15,-2.2473342631279536e-15,0.0,2.2473342631279536e-15,5.050511290228862e-30,-2.2473342631279536e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2473342631279536e-15,2.2473342631279536e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_10.mat,-3.163485098878205e-15,-3.163485098878205e-15,0.0,3.163485098878205e-15,1.0007637970824445e-29,-3.163485098878205e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163485098878205e-15,3.163485098878205e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_10.mat,1.0998146837692957e-15,1.0998146837692957e-15,0.0,1.0998146837692957e-15,1.2095923386345559e-30,1.0998146837692957e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998146837692957e-15,1.0998146837692957e-15,1,1
1,11,0,0.997,loaded,1,loaded,10,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_10.mat,4.814291326704634e-15,4.814291326704634e-15,0.0,4.814291326704634e-15,2.3177400978383464e-29,4.814291326704634e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814291326704634e-15,4.814291326704634e-15,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_11.mat,1.429412144204889e-14,1.429412144204889e-14,0.0,1.429412144204889e-14,2.0432190780004185e-28,1.429412144204889e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429412144204889e-14,1.429412144204889e-14,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_11.mat,2.6950772342992924e-14,2.6950772342992924e-14,0.0,2.6950772342992924e-14,7.263441298838323e-28,2.6950772342992924e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6950772342992924e-14,2.6950772342992924e-14,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_11.mat,1.1261824806041432e-14,1.1261824806041432e-14,0.0,1.1261824806041432e-14,1.2682869796197013e-28,1.1261824806041432e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1261824806041432e-14,1.1261824806041432e-14,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_11.mat,1.4510961876545991e-15,1.4510961876545991e-15,0.0,1.4510961876545991e-15,2.1056801458257116e-30,1.4510961876545991e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4510961876545991e-15,1.4510961876545991e-15,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_11.mat,-5.31345800691696e-15,-5.31345800691696e-15,0.0,5.31345800691696e-15,2.8232835991269954e-29,-5.31345800691696e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31345800691696e-15,5.31345800691696e-15,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_11.mat,-5.400085760498552e-15,-5.400085760498552e-15,0.0,5.400085760498552e-15,2.9160926220739224e-29,-5.400085760498552e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.400085760498552e-15,5.400085760498552e-15,1,1
1,11,0,1.502,loaded,1,loaded,11,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_11.mat,1.4029142431093433e-14,1.4029142431093433e-14,0.0,1.4029142431093433e-14,1.9681683735190616e-28,1.4029142431093433e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4029142431093433e-14,1.4029142431093433e-14,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_12.mat,8.992806499463768e-15,8.992806499463768e-15,0.0,8.992806499463768e-15,8.087056873679779e-29,8.992806499463768e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.992806499463768e-15,8.992806499463768e-15,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_12.mat,2.4538422509212676e-14,2.4538422509212676e-14,0.0,2.4538422509212676e-14,6.021341792406353e-28,2.4538422509212676e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4538422509212676e-14,2.4538422509212676e-14,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_12.mat,-1.9068080447937064e-14,-1.9068080447937064e-14,0.0,1.9068080447937064e-14,3.6359169196899973e-28,-1.9068080447937064e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9068080447937064e-14,1.9068080447937064e-14,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_12.mat,-6.084542591988651e-15,-6.084542591988651e-15,0.0,6.084542591988651e-15,3.702165855372397e-29,-6.084542591988651e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.084542591988651e-15,6.084542591988651e-15,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_12.mat,1.1685531015048767e-15,1.1685531015048767e-15,0.0,1.1685531015048767e-15,1.3655163510366666e-30,1.1685531015048767e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1685531015048767e-15,1.1685531015048767e-15,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_12.mat,8.676815776292868e-15,8.676815776292868e-15,0.0,8.676815776292868e-15,7.52871320157248e-29,8.676815776292868e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.676815776292868e-15,8.676815776292868e-15,1,1
1,11,0,2.0,loaded,1,loaded,12,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_12.mat,1.3437168044916348e-14,1.3437168044916348e-14,0.0,1.3437168044916348e-14,1.8055748506732102e-28,1.3437168044916348e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3437168044916348e-14,1.3437168044916348e-14,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_13.mat,-2.9781732635569824e-14,-2.9781732635569824e-14,0.0,2.9781732635569824e-14,8.869515987765647e-28,-2.9781732635569824e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9781732635569824e-14,2.9781732635569824e-14,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_13.mat,-2.517842705163087e-14,-2.517842705163087e-14,0.0,2.517842705163087e-14,6.339531887942972e-28,-2.517842705163087e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517842705163087e-14,2.517842705163087e-14,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_13.mat,3.247402347028583e-15,3.247402347028583e-15,0.0,3.247402347028583e-15,1.0545622003486749e-29,3.247402347028583e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247402347028583e-15,3.247402347028583e-15,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_13.mat,7.461913031914236e-15,7.461913031914236e-15,0.0,7.461913031914236e-15,5.56801460958515e-29,7.461913031914236e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.461913031914236e-15,7.461913031914236e-15,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_13.mat,-4.140134415853147e-15,-4.140134415853147e-15,0.0,4.140134415853147e-15,1.714071298133168e-29,-4.140134415853147e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.140134415853147e-15,4.140134415853147e-15,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_13.mat,8.51060758325084e-15,8.51060758325084e-15,0.0,8.51060758325084e-15,7.24304414360867e-29,8.51060758325084e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51060758325084e-15,8.51060758325084e-15,1,1
1,11,0,2.504,loaded,1,loaded,13,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_13.mat,-5.4773893753967684e-15,-5.4773893753967684e-15,0.0,5.4773893753967684e-15,3.00017943697094e-29,-5.4773893753967684e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4773893753967684e-15,5.4773893753967684e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_14.mat,1.8318679906315083e-15,1.8318679906315083e-15,0.0,1.8318679906315083e-15,3.35574033510032e-30,1.8318679906315083e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8318679906315083e-15,1.8318679906315083e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_14.mat,3.1547030612810723e-15,3.1547030612810723e-15,0.0,3.1547030612810723e-15,9.952151404856169e-30,3.1547030612810723e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1547030612810723e-15,3.1547030612810723e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_14.mat,2.2343238370581275e-15,2.2343238370581275e-15,0.0,2.2343238370581275e-15,4.992203008846154e-30,2.2343238370581275e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2343238370581275e-15,2.2343238370581275e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_14.mat,4.512015761015675e-15,4.512015761015675e-15,0.0,4.512015761015675e-15,2.0358286227653863e-29,4.512015761015675e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.512015761015675e-15,4.512015761015675e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_14.mat,-6.316345016466052e-15,-6.316345016466052e-15,0.0,6.316345016466052e-15,3.989621436703553e-29,-6.316345016466052e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.316345016466052e-15,6.316345016466052e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_14.mat,9.629937906124875e-15,9.629937906124875e-15,0.0,9.629937906124875e-15,9.273570407582074e-29,9.629937906124875e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.629937906124875e-15,9.629937906124875e-15,1,1
1,11,0,2.998,loaded,1,loaded,14,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_14.mat,-4.171793119289724e-15,-4.171793119289724e-15,0.0,4.171793119289724e-15,1.7403857830153085e-29,-4.171793119289724e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.171793119289724e-15,4.171793119289724e-15,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_15.mat,-1.8290924330699454e-14,-1.8290924330699454e-14,0.0,1.8290924330699454e-14,3.3455791287137327e-28,-1.8290924330699454e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8290924330699454e-14,1.8290924330699454e-14,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_15.mat,1.846016828982444e-14,1.846016828982444e-14,0.0,1.846016828982444e-14,3.4077781328863984e-28,1.846016828982444e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.846016828982444e-14,1.846016828982444e-14,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_15.mat,-3.291811268013589e-14,-3.291811268013589e-14,0.0,3.291811268013589e-14,1.0836021424221234e-27,-3.291811268013589e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.291811268013589e-14,3.291811268013589e-14,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_15.mat,5.878977860085399e-15,5.878977860085399e-15,0.0,5.878977860085399e-15,3.45623806793743e-29,5.878977860085399e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878977860085399e-15,5.878977860085399e-15,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_15.mat,4.397090330732212e-15,4.397090330732212e-15,0.0,4.397090330732212e-15,1.9334403376618712e-29,4.397090330732212e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.397090330732212e-15,4.397090330732212e-15,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_15.mat,7.66395410675691e-15,7.66395410675691e-15,0.0,7.66395410675691e-15,5.87361925504761e-29,7.66395410675691e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66395410675691e-15,7.66395410675691e-15,1,1
1,11,0,3.498,loaded,1,loaded,15,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_15.mat,1.642956604097634e-14,1.642956604097634e-14,0.0,1.642956604097634e-14,2.6993064029480297e-28,1.642956604097634e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.642956604097634e-14,1.642956604097634e-14,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_16.mat,-9.547918011776346e-15,-9.547918011776346e-15,0.0,9.547918011776346e-15,9.116273835960318e-29,-9.547918011776346e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.547918011776346e-15,9.547918011776346e-15,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_16.mat,3.511579048376401e-14,3.511579048376401e-14,0.0,3.511579048376401e-14,1.233118741299611e-27,3.511579048376401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.511579048376401e-14,3.511579048376401e-14,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_16.mat,2.665923037881157e-14,2.665923037881157e-14,0.0,2.665923037881157e-14,7.107145643905498e-28,2.665923037881157e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.665923037881157e-14,2.665923037881157e-14,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_16.mat,3.681083216022785e-15,3.681083216022785e-15,0.0,3.681083216022785e-15,1.3550373643284647e-29,3.681083216022785e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.681083216022785e-15,3.681083216022785e-15,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_16.mat,1.4179196011765427e-15,1.4179196011765427e-15,0.0,1.4179196011765427e-15,2.010495995400646e-30,1.4179196011765427e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4179196011765427e-15,1.4179196011765427e-15,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_16.mat,4.3958977083424777e-16,4.3958977083424777e-16,0.0,4.3958977083424777e-16,1.9323916662210647e-31,4.3958977083424777e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3958977083424777e-16,4.3958977083424777e-16,1,1
1,11,0,3.999,loaded,1,loaded,16,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_16.mat,-2.9501141113330576e-16,-2.9501141113330576e-16,0.0,2.9501141113330576e-16,8.703173269886436e-32,-2.9501141113330576e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9501141113330576e-16,2.9501141113330576e-16,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_17.mat,-1.5140666498325572e-14,-1.5140666498325572e-14,0.0,1.5140666498325572e-14,2.2923978201351835e-28,-1.5140666498325572e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5140666498325572e-14,1.5140666498325572e-14,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_17.mat,2.880464963772589e-14,2.880464963772589e-14,0.0,2.880464963772589e-14,8.297078407521421e-28,2.880464963772589e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.880464963772589e-14,2.880464963772589e-14,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_17.mat,5.793976409762536e-15,5.793976409762536e-15,0.0,5.793976409762536e-15,3.3570162636884763e-29,5.793976409762536e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.793976409762536e-15,5.793976409762536e-15,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_17.mat,6.228524640494726e-15,6.228524640494726e-15,0.0,6.228524640494726e-15,3.8794519197249954e-29,6.228524640494726e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.228524640494726e-15,6.228524640494726e-15,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,35.0,350.0,20.0,1200000.0,L1S11_0_1_17.mat,5.697265575976829e-15,5.697265575976829e-15,0.0,5.697265575976829e-15,3.2458835043210586e-29,5.697265575976829e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.697265575976829e-15,5.697265575976829e-15,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,35.0,400.0,20.0,1200000.0,L1S11_0_1_17.mat,3.6483403104137224e-17,3.6483403104137224e-17,0.0,3.6483403104137224e-17,1.3310387020589696e-33,3.6483403104137224e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6483403104137224e-17,3.6483403104137224e-17,1,1
1,11,0,4.5,loaded,1,loaded,17,1,7,1-7,50.0,450.0,20.0,1200000.0,L1S11_0_1_17.mat,-7.994039458170121e-15,-7.994039458170121e-15,0.0,7.994039458170121e-15,6.390466685878085e-29,-7.994039458170121e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.994039458170121e-15,7.994039458170121e-15,1,1
1,11,0,5.004,loaded,1,loaded,18,1,7,1-7,65.0,150.0,33.0,1200000.0,L1S11_0_1_18.mat,-2.3120394487818885e-14,-2.3120394487818885e-14,0.0,2.3120394487818885e-14,5.345526412723659e-28,-2.3120394487818885e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3120394487818885e-14,2.3120394487818885e-14,1,1
1,11,0,5.004,loaded,1,loaded,18,1,7,1-7,65.0,200.0,34.0,1200000.0,L1S11_0_1_18.mat,2.916937524855001e-14,2.916937524855001e-14,0.0,2.916937524855001e-14,8.50852452390722e-28,2.916937524855001e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916937524855001e-14,2.916937524855001e-14,1,1
1,11,0,5.004,loaded,1,loaded,18,1,7,1-7,65.0,250.0,30.0,1200000.0,L1S11_0_1_18.mat,-2.771394225220547e-14,-2.771394225220547e-14,0.0,2.771394225220547e-14,7.680625951585796e-28,-2.771394225220547e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.771394225220547e-14,2.771394225220547e-14,1,1
1,11,0,5.004,loaded,1,loaded,18,1,7,1-7,35.0,300.0,21.0,1200000.0,L1S11_0_1_18.mat,3.5318969970887792e-15,3.5318969970887792e-15,0.0,3.5318969970887792e-15,1.2474296398044736e-29,3.5318969970887792e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5318969970887792e-15,3.5318969970887792e-15,1,1
