strain4,strain2,strain1,strain3,layup,specimen,specimen_id,fatigue_step,strain_type,filename,sample_index
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,49
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,50
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,51
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,52
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,53
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,54
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,55
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,56
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,57
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,58
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,59
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,60
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,61
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,62
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,63
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,64
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,65
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,66
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,67
0.0,0.0022452809006783953,0.0021419493915775575,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,68
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,69
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,70
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,71
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,72
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,73
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,74
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,75
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,76
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,77
0.0,0.0022491084232547118,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,78
0.0,0.002241453408794325,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,79
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,80
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,81
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,82
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,83
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,84
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,85
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,86
0.0,0.0022452809006783953,0.0021419493915775575,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,87
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,88
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,89
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,90
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,91
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,92
0.0,0.0022452809006783953,0.0021419493915775575,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,93
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,94
0.0,0.002241453408794325,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,95
1.9047657142933333e-06,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,96
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,97
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,98
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,99
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,100
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,101
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,102
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,103
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,104
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,105
0.0,0.0022452809006783953,0.0021419493915775575,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,106
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,107
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,108
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,109
0.0,0.0022491084232547118,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,110
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,111
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,112
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,113
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,114
0.0,0.0022452809006783953,0.0021419493915775575,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,115
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,116
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,117
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,118
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,119
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,120
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,121
0.0,0.0022452809006783953,0.002145776085592794,0.002277815820929691,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,122
0.0,0.0022452809006783953,0.0021419493915775575,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,123
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,124
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,125
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,126
1.9047657142933333e-06,0.0022491084232547118,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,127
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,128
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,129
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,130
0.0,0.0022491084232547118,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,131
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,132
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,133
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,134
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,135
0.0,0.0022491084232547118,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,136
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,137
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,138
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,139
0.0,0.0022452809006783953,0.002145776085592794,0.002275901940702826,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,140
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,141
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,142
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,143
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,144
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,145
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,146
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,147
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,148
0.0,0.0022452809006783953,0.002145776085592794,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,149
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,150
0.0,0.0022491084232547118,0.0021419493915775575,0.00227207420327045,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,151
0.0,0.0022491084232547118,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,152
0.0,0.0022452809006783953,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,153
0.0,0.002241453408794325,0.002145776085592794,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,154
0.0,0.0022452809006783953,0.0021419493915775575,0.0022739880681497612,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,155
1.9047657142933333e-06,0.0026090326390747144,0.0024788159586095026,0.0026166935498504,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,156
1.9047657142933333e-06,0.003452470322805975,0.0033143513132113597,0.0034486331445761067,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,157
1.9047657142933333e-06,0.0038286633011913023,0.003717310044309418,0.00384210424150905,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,158
1.9047657142933333e-06,0.0035407339260812524,0.0034486331445761067,0.003577195388954993,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,159
1.9047657142933333e-06,0.0025898808998575567,0.002555409704941853,0.002676069776084016,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,160
0.0,0.001491857073987526,0.0015147864332369324,0.0016237159454916077,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,161
-0.0,0.0007434370237356567,0.0007854090818453452,0.0008827221626273548,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,162
-0.0,0.0006480597282342469,0.0006823933555473338,0.0007854090818453452,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,163
0.0,0.0013466633934734894,0.0013199220101572956,0.0014479122164588703,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,164
0.0,0.0024098920914483396,0.002318009078423364,0.0024577548323670836,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,165
1.9047657142933333e-06,0.003379569204325542,0.0032606491444045174,0.003398752631022583,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,166
3.8095390476800006e-06,0.003855545559696697,0.0037441860420645338,0.0038709075289151433,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,167
1.9047657142933333e-06,0.0036443685232869605,0.003552247771767507,0.0036769988805517447,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,168
1.9047657142933333e-06,0.0027354533861168864,0.0027048028588390893,0.002821668542207013,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,169
0.0,0.001629449766868478,0.0016523857416283095,0.0017594348740983137,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,170
-0.0,0.0008083044898264205,0.0008540986056840261,0.0009514257133381019,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,171
0.0,0.0006251720176054539,0.0006595039958127214,0.0007644225907272872,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,172
0.0,0.0012358874243877207,0.0012206099998474235,0.0013466633934734894,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,173
0.0,0.00227207420327045,0.0021878717448964454,0.0023314075830320503,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,174
1.9047657142933333e-06,0.003279827797572698,0.0031609325553693516,0.0033047611975544765,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,175
1.9047657142933333e-06,0.003840184084043423,0.0037249887466330725,0.00385362534824868,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,176
1.9047657142933333e-06,0.0037403465213056335,0.003640529804160911,0.003761464267093412,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,177
1.9047657142933333e-06,0.0028772376684287355,0.0028389134412235067,0.0029519787572169433,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,178
0.0,0.001767082159969788,0.0017862009109624647,0.0018913677384767083,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,179
0.0,0.000884630460877218,0.0009304319110690128,0.0010277746076937605,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,180
0.0,0.0006175430250230721,0.0006595039958127214,0.0007586991626286906,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,181
0.0,0.0011289557312047938,0.00112131867075681,0.0012454360633082043,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,182
0.0,0.002138122728244601,0.002061595904296137,0.002203180177945937,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,183
1.9047657142933333e-06,0.0031724372535866696,0.0030574027363754488,0.003197365050124383,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,184
3.8095390476800006e-06,0.0038133026892198467,0.003694274677353293,0.0038229030138684944,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,185
3.8095390476800006e-06,0.0038133026892198467,0.00370963146532355,0.003824823101931536,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,186
1.9047657142933333e-06,0.0030113966842535292,0.002969228361748313,0.0030765732324752374,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,187
0.0,0.00190857906288768,0.001923878539134896,0.0020233370936862337,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,188
0.0,0.0009724204402776546,0.0010144126684125242,0.0011136817326446813,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,189
-1.9047580952457144e-06,0.0006213575060463232,0.0006595039958127214,0.0007606069643575574,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,190
0.0,0.0010258657362941573,0.001033501267755199,0.001149958278255004,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,191
0.0,0.002004208838560978,0.001931528461224566,0.002073074145615706,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,192
1.9047657142933333e-06,0.0030574027363754488,0.0029500621729424267,0.003089993037483221,1,11,L1_S11_F,F00,mts_data,L1_S11_F00_DAT.mat,193
