layup,specimen,specimen_id,cycles,filename,filepath,file_size_kb
2,17,L2_S17_F,150000,L2S17_150000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_150000.jpg,2178.8662109375
2,17,L2_S17_F,200000,L2S17_200000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_200000.jpg,1830.2607421875
2,17,L2_S17_F,400000,L2S17_400000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_400000.jpg,1970.810546875
2,17,L2_S17_F,50000,L2S17_50000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_50000.jpg,1829.7490234375
2,17,L2_S17_F,500000,L2S17_500000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_500000.jpg,1591.533203125
2,17,L2_S17_F,575000,L2S17_575000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_575000.jpg,1790.3486328125
2,17,L2_S17_F,650000,L2S17_650000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_650000.jpg,1708.5615234375
2,17,L2_S17_F,700000,L2S17_700000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_700000.jpg,1965.111328125
2,17,L2_S17_F,750000,L2S17_750000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_750000.jpg,1702.3896484375
2,17,L2_S17_F,800000,L2S17_800000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_800000.jpg,1815.5703125
2,17,L2_S17_F,900000,L2S17_900000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S17_F\XRay\L2S17_900000.jpg,1803.5048828125
2,18,L2_S18_F,1,L2S18_1.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_1.jpg,1736.5498046875
2,18,L2_S18_F,100000,L2S18_100000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_100000.jpg,2341.2314453125
2,18,L2_S18_F,1000000,L2S18_1000000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_1000000.jpg,2155.5888671875
2,18,L2_S18_F,1250000,L2S18_1250000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_1250000.jpg,1531.771484375
2,18,L2_S18_F,150000,L2S18_150000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_150000.jpg,1772.322265625
2,18,L2_S18_F,200000,L2S18_200000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_200000.jpg,1749.126953125
2,18,L2_S18_F,300000,L2S18_300000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_300000.jpg,1811.015625
2,18,L2_S18_F,400000,L2S18_400000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_400000.jpg,1999.67578125
2,18,L2_S18_F,50000,L2S18_50000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_50000.jpg,1773.7265625
2,18,L2_S18_F,500000,L2S18_500000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_500000.jpg,1560.603515625
2,18,L2_S18_F,600000,L2S18_600000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_600000.jpg,1774.087890625
2,18,L2_S18_F,700000,L2S18_700000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_700000.jpg,1909.3701171875
2,18,L2_S18_F,800000,L2S18_800000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_800000.jpg,1566.6396484375
2,18,L2_S18_F,900000,L2S18_900000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_900000.jpg,1836.6015625
2,18,L2_S18_F,0,L2S18_baseline.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S18_F\XRay\L2S18_baseline.jpg,1934.671875
2,20,L2_S20_F,1,L2S20_1.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_1.jpg,1783.455078125
2,20,L2_S20_F,100000,L2S20_100000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_100000.jpg,151.0419921875
2,20,L2_S20_F,1000000,L2S20_1000000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_1000000.jpg,1841.2587890625
2,20,L2_S20_F,1250000,L2S20_1250000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_1250000.jpg,1756.826171875
2,20,L2_S20_F,200000,L2S20_200000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_200000.jpg,1790.5361328125
2,20,L2_S20_F,350000,L2S20_350000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_350000.jpg,1576.5478515625
2,20,L2_S20_F,450000,L2S20_450000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_450000.jpg,1709.3564453125
2,20,L2_S20_F,600000,L2S20_600000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_600000.jpg,1532.0888671875
2,20,L2_S20_F,700000,L2S20_700000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_700000.jpg,1485.9873046875
2,20,L2_S20_F,800000,L2S20_800000.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_800000.jpg,1511.5380859375
2,20,L2_S20_F,0,L2S20_baseline.jpg,C:\Users\rites\Downloads\2.+Composites\2. Composites\Layup2\L2_S20_F\XRay\L2S20_baseline.jpg,1522.6669921875
